"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명"
"3140000","CDFH3301062023000004","2023-02-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 양천구 신월동 64-1","서울특별시 양천구 화곡로 98, 3층 (신월동)","07907","피트니스 클라쓰 화곡점","2023-10-24 16:32:19","U","2022-10-30 22:06:00.0","","185161.944572585","448578.993501426","","","","","","","","",""
"3030000","CDFH3301062014000004","2014-07-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 하왕십리동 866-2 삼협빌딩","서울특별시 성동구 왕십리로 386, 삼협빌딩 지하2층 (하왕십리동)","04701","해빗 피트니스","2023-03-21 16:59:04","U","2022-12-02 22:03:00.0","","202371.997992402","451423.409695956","","","","","","","","",""
"3140000","CDFH3301062021000010","2021-07-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 양천구 신정동 973-39 신성 스카이뷰","서울특별시 양천구 오목로24길 29, B01호 (신정동, 신성 스카이뷰)","08027","리온바디","2023-02-23 11:25:20","U","2022-12-01 22:05:00.0","","186947.449463912","446629.806028233","","","","","","","","",""
"3220000","CDFH3301062019000037","2019-11-07","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 도곡동 419-1 성일빌딩","서울특별시 강남구 남부순환로378길 10, 성일빌딩 지하1층 (도곡동)","06296","ROD Fitness","2023-02-23 10:55:19","U","2022-12-01 22:05:00.0","","203970.951080957","442600.64512751","","","","","","","","",""
"3230000","CDFH3301062021000023","20210901","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 마천동 181 현대그린빌","서울특별시 송파구 마천로 315, 지하1~20호 (마천동, 현대그린빌)","05758","데일리 피트니스&필라테스","2022-08-19 17:26:40","U","2021-12-07 22:01:00.0","","213279.781081276","443674.682876425","","","","","","","","",""
"3120000","CDFH3301062022000012","2022-11-16","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서대문구 옥천동 1","서울특별시 서대문구 통일로 177, 4층 (옥천동)","03734","아벨라 PT&필라테스","2023-05-12 15:02:02","U","2022-12-04 23:04:00.0","","196646.316262816","451906.882016285","","","","","","","","",""
"3070000","CDFH3301062014000003","2014-06-27","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 성북구 화랑로 248, 15층 1501,1502,1503호 (석관동, 장위뉴타워)","02787","무브짐 앤 무브맥스PT 돌곶이점","2023-09-13 11:02:22","U","2022-12-08 23:05:00.0","","204958.405518224","456443.387226032","","","","","","","","",""
"3220000","CDFH3301062023000010","2023-02-24","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 684-5","서울특별시 강남구 언주로106길 27, 지하1층 (역삼동)","06144","프라이빗 PT 올:연","2023-02-24 17:11:54","I","2022-12-01 22:06:00.0","","203645.78000606","445124.155609433","","","","","","","","",""
"3160000","CDFH3301062022000012","20221116","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 구로동 191-7 에이스테크노타워8차 비101호","서울특별시 구로구 디지털로33길 11, 에이스테크노타워8차 비101호 (구로동)","08380","F45 구로디지털단지","2022-11-16 15:49:54","I","2021-10-31 23:08:00.0","","190688.747501289","442618.785745098","","","","","","","","",""
"3110000","CDFH3301062022000015","20221116","","01","영업/정상","13","영업중","","","","","","","","서울특별시 은평구 역촌동 7-1 정진탑","서울특별시 은평구 연서로 128, 정진탑 (역촌동)","03399","제이핏","2022-11-16 10:00:11","I","2021-10-31 23:08:00.0","","192610.048053202","456421.427466282","","","","","","","","",""
"3120000","CDFH3301062022000014","2022-11-25","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서대문구 홍제동 23-17 보하빌딩","서울특별시 서대문구 통일로 360, 보하빌딩 6층 (홍제동)","03635","피티루트 무악재점","2023-02-08 17:34:10","U","2022-12-01 23:00:00.0","","195562.400242504","453369.934750347","","","","","","","","",""
"3120000","CDFH3301062022000013","2022-11-23","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서대문구 대현동 104-1 세오빌딩","서울특별시 서대문구 신촌역로 13, 세오빌딩 3층 (대현동)","03780","좋은습관 PT studio 신촌","2023-02-08 17:33:52","U","2022-12-01 23:00:00.0","","194852.826965679","450616.419656255","","","","","","","","",""
"3210000","CDFH3301062022000017","20220523","","01","영업/정상","13","영업중","","","","","02-2039-3391","","","서울특별시 서초구 서초동 1588-5 디아레나 서초","서울특별시 서초구 효령로53길 24, 디아레나 서초 지층 101호 (서초동)","06654","클래시 휘트니스","2022-05-23 15:26:05","I","2021-12-04 22:05:00.0","","201157.296019743","442617.142057713","","","","","","","","",""
"3240000","CDFH3301062006000007","20060915","","03","폐업","03","폐업","20220420","","","","486-6733","","","서울특별시 강동구 천호동 4-2 3층","서울특별시 강동구 구천면로 376 (천호동, 세일빌딩)","05305","뉴 영헬스PT","2022-04-20 13:23:10","U","2021-12-03 22:02:00.0","","212338.398300607","449814.55303508","","","","","","","","",""
"3080000","CDFH3301062023000002","2023-02-24","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강북구 미아동 189-15 청암빌딩","서울특별시 강북구 도봉로 254, 청암빌딩 지하1층 (미아동)","01132","드로우짐","2023-03-10 15:00:01","U","2022-12-02 23:02:00.0","","202099.830367084","458756.889791888","","","","","","","","",""
"3220000","CDFH3301062023000009","2023-02-24","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 208 용문빌딩","서울특별시 강남구 학동로 208, 용문빌딩 지하1층 (논현동)","06104","엠휘트니스8","2023-02-24 09:32:46","I","2022-12-01 22:06:00.0","","202746.211734134","445749.051682872","","","","","","","","",""
"3210000","CDFH3301062020000024","2020-12-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 서초동 1303-35 강남태영데시앙루브 205호","서울특별시 서초구 강남대로 455, 205호 (서초동, 강남태영데시앙루브)","06611","피지오플러스피티","2023-03-02 15:51:43","U","2022-12-03 00:04:00.0","","202100.548018749","444515.155344243","","","","","","","","",""
"3150000","CDFH3301062023000002","2023-02-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 등촌동 566-1 지덕빌딩","서울특별시 강서구 등촌로 75, 지덕빌딩 지하1층 (등촌동)","07734","피트니스클라쓰 등촌동점","2023-10-24 17:26:01","U","2022-10-30 22:06:00.0","","187841.42609226","448281.701838775","","","","","","","","",""
"3130000","CDFH3301062023000009","2023-02-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 서교동 394-44 서교제일빌딩","서울특별시 마포구 양화로 64, 서교제일빌딩 지2층 B202호 (서교동)","04045","짐엑스텐(GYM X 10)","2023-11-21 10:26:54","U","2022-10-31 22:03:00.0","","192488.985144597","449787.214169203","","","","","","","","",""
"3090000","CDFH3301062023000001","2023-01-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 도봉구 쌍문동 103-6","서울특별시 도봉구 도봉로 445, 2층 2호 (쌍문동)","01448","건운재 피트니스 센터","2023-03-17 14:35:25","U","2022-12-02 23:09:00.0","","202807.994312282","460388.582450382","","","","","","","","",""
"3030000","CDFH3301062020000013","2020-10-07","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동2가 300-5 남영빌딩","서울특별시 성동구 아차산로 97, 남영빌딩 3층 (성수동2가)","04794","빌드업피트니스 &PT 성수역점","2023-06-01 09:06:58","U","2022-12-06 00:03:00.0","","204798.090030546","449216.564599862","","","","","","","","",""
"3040000","CDFH3301062023000003","2023-02-27","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 능동 236-1","서울특별시 광진구 천호대로 576, 지층 (능동)","04986","365PT","2023-02-27 09:12:35","I","2022-12-03 00:01:00.0","","207160.189487314","450403.116877344","","","","","","","","",""
"3040000","CDFH3301062003000005","20031106","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 광장동 484 지하1,2층","서울특별시 광진구 아차산로70길 62, 지하1,2층 (광장동, 광장현대3단지아파트)","04974","비스코헬스케어","2022-04-12 18:07:31","U","2021-12-03 23:04:00.0","","208644.819209521","448711.725750126","","","","","","","","",""
"3240000","CDFH3301062022000014","20220707","","01","영업/정상","13","영업중","","","","","02-477-3912","","","서울특별시 강동구 길동 391-1","서울특별시 강동구 양재대로 1488, 길동 5층 (길동)","05351","휘트니스피플 우먼 길동점","2022-07-07 14:10:59","I","2021-12-07 00:09:00.0","","212355.453497523","448486.112237531","","","","","","","","",""
"3190000","CDFH3301062003000007","20030520","","03","폐업","03","폐업","20220407","","","","02-815-9501","","","서울특별시 동작구 노량진동 53-3","서울특별시 동작구 장승배기로28길 6, 1~2층 (노량진동)","06924","오투 휘트니스","2022-04-07 18:07:13","U","2021-12-04 00:09:00.0","","194679.037636737","445571.402628483","","","","","","","","",""
"3210000","CDFH3301062021000001","20210121","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 서초동 1315 진흥상가","서울특별시 서초구 서초대로 389, 진흥상가 지하층 1호 (서초동)","06617","넥스트레벨피티","2022-07-07 09:47:33","U","2021-12-07 00:09:00.0","","201930.014907812","443904.461723691","","","","","","","","",""
"3210000","CDFH3301062021000002","20210121","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 방배동 1021-14","서울특별시 서초구 방배로6길 13, 지하1층 (방배동)","06705","바디어필 PT 스튜디오","2022-07-07 09:48:06","U","2021-12-07 00:09:00.0","","199935.89300303","441896.062544236","","","","","","","","",""
"3210000","CDFH3301062020000021","20201104","","01","영업/정상","13","영업중","","","","","02-584-1905","","","서울특별시 서초구 서초동 1575-2 서용빌딩","서울특별시 서초구 서초중앙로 115, 서용빌딩 지층 (서초동)","06644","위크로스핏","2022-07-07 09:47:01","U","2021-12-07 00:09:00.0","","201141.531554914","443312.917226397","","","","","","","","",""
"3210000","CDFH3301062020000019","20201012","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 반포동 49-10","서울특별시 서초구 서초중앙로31길 14-11, 1층 (반포동)","06593","핏플즈","2022-07-07 09:46:26","U","2021-12-07 00:09:00.0","","200855.282897132","444253.895021054","","","","","","","","",""
"3210000","CDFH3301062020000017","20200812","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 방배동 866-10 방배 마에스트로","서울특별시 서초구 서초대로 13, 방배 마에스트로 204호 (방배동)","06569","에이제이짐","2022-07-07 09:45:59","U","2021-12-07 00:09:00.0","","198504.826881916","442641.079956283","","","","","","","","",""
"3060000","CDFH3301062020000002","20200528","","01","영업/정상","13","영업중","","","","","02-433-4311","","","서울특별시 중랑구 면목동 617-2","서울특별시 중랑구 면목로 310, 지하1층 (면목동)","02249","에이블짐","2022-07-07 16:47:04","U","2021-12-07 00:09:00.0","","207702.839931452","453039.34552948","","","","","","","","",""
"3210000","CDFH3301062020000003","20200224","","01","영업/정상","13","영업중","","","","","02-532-6456","","","서울특별시 서초구 서초동 1698-10","서울특별시 서초구 서초대로53길 21, 202호 (서초동)","06604","리버스바디","2022-07-07 09:45:23","U","2021-12-07 00:09:00.0","","201203.98830847","443763.002324845","","","","","","","","",""
"3240000","CDFH3301062022000006","20220423","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강동구 천호동 22-5 동곡빌딩","서울특별시 강동구 구천면로 384, 동곡빌딩 (천호동)","05306","다윗헬스클럽","2022-04-23 12:34:19","I","2021-12-03 22:05:00.0","","212415.322011153","449821.32436925","","","","","","","","",""
"3210000","CDFH3301062019000012","20190911","","01","영업/정상","13","영업중","","","","","02-597-2141","","","서울특별시 서초구 서초동 1573-14 웅진타워","서울특별시 서초구 반포대로30길 81, 웅진타워 (서초동)","06644","올데이핏(Allday Fit)","2022-07-07 09:44:49","U","2021-12-07 00:09:00.0","","201068.542900042","443409.058378452","","","","","","","","",""
"3220000","CDFH3301062022000021","20220422","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 청담동 62","서울특별시 강남구 삼성로146길 10, 다인빌딩 4층 (청담동)","06070","우아","2022-04-22 17:58:02","I","2021-12-03 22:04:00.0","","204251.602305854","446774.910837276","","","","","","","","",""
"3210000","CDFH3301062019000011","20190729","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 서초동 1640-8 맥스빌딩","서울특별시 서초구 사임당로17길 123, 맥스빌딩 (서초동)","06632","박PT","2022-07-07 09:44:21","U","2021-12-07 00:09:00.0","","201637.516510302","443495.624138964","","","","","","","","",""
"3210000","CDFH3301062018000013","20180625","","01","영업/정상","13","영업중","","","","","070-8993-0779","","","서울특별시 서초구 잠원동 16-1 잠원빌딩","서울특별시 서초구 강남대로109길 102, 잠원빌딩 5층 (잠원동)","06525","피트니스 프렌즈","2022-07-07 09:43:48","U","2021-12-07 00:09:00.0","","201358.354809041","445905.630636194","","","","","","","","",""
"3210000","CDFH3301062018000012","20180618","","01","영업/정상","13","영업중","","","","","0506-050-1111","","","서울특별시 서초구 서초동 1685-3 아크로비스타상가 상가동 L-134호","서울특별시 서초구 서초중앙로 188, 상가동 L층 134호 (서초동, 아크로비스타)","06600","썬더짐","2022-07-07 09:43:16","U","2021-12-07 00:09:00.0","","201107.634736928","443999.067092566","","","","","","","","",""
"3210000","CDFH3301062017000013","20171031","","01","영업/정상","13","영업중","","","","","02-533-2817","","","서울특별시 서초구 서초동 1316-5 부띠크 모나코","서울특별시 서초구 서초대로 397, 2층 203-1호 (서초동)","06616","주식회사 블레스라이프 필라테스","2022-07-07 09:42:48","U","2021-12-07 00:09:00.0","","202099.252780012","443921.619035316","","","","","","","","",""
"3180000","CDFH3301062022000007","20220422","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 여의도동 43-2","서울특별시 영등포구 국제금융로 72, 4층 (여의도동)","07333","짐앤피티","2022-04-22 09:03:48","I","2021-12-03 22:04:00.0","","193819.575088866","446543.53387045","","","","","","","","",""
"3200000","CDFH3301062022000013","20220524","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 신림동 116-24","서울특별시 관악구 신림로 132, 3층 (신림동)","08838","이너멜핏","2022-05-24 15:17:34","I","2021-12-04 22:06:00.0","","194177.345208046","441048.340234235","","","","","","","","",""
"3130000","CDFH3301062022000007","20220525","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 합정동 413-5","서울특별시 마포구 독막로 13, 일호빌딩 B동 3층 (합정동)","04046","피트니스플랜비","2022-05-25 15:16:46","I","2021-12-04 22:07:00.0","","192428.51606017","449631.12169936","","","","","","","","",""
"3200000","CDFH3301062022000003","20220118","","01","영업/정상","13","영업중","","","","","02-877-0834","","","서울특별시 관악구 봉천동 875-10 예성 아이 라이프","서울특별시 관악구 남부순환로 1798, 예성 아이 라이프 지하1층 (봉천동)","08786","바운드짐","2022-05-25 17:53:30","U","2021-12-04 22:07:00.0","","195496.514950091","442114.435818256","","","","","","","","",""
"3180000","CDFH3301061999000003","19990607","","03","폐업","03","폐업","20220531","","","","849-2121","","","서울특별시 영등포구 대림동 710-11","서울특별시 영등포구 도림로 159 (대림동, 대창신용협동조합 사옥)","07413","J. Fitness","2022-05-25 13:11:25","U","2021-12-04 22:07:00.0","","191016.849940064","443617.939429105","","","","","","","","",""
"3130000","CDFH3301062022000006","20220421","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 노고산동 31-208","서울특별시 마포구 고산2길 6, 지하1층 (노고산동)","04108","힘듦","2022-04-21 17:10:47","I","2021-12-03 22:03:00.0","","194443.843452748","450103.860176222","","","","","","","","",""
"3190000","CDFH3301062022000009","20220526","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동작구 신대방동 357-23","서울특별시 동작구 여의대방로22길 110, 지1층 (신대방동)","07059","프롬 베이스먼트","2022-05-26 18:00:14","I","2021-12-04 22:08:00.0","","193387.408351934","443966.253546822","","","","","","","","",""
"3150000","CDFH3301062022000021","20220526","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 등촌동 513-21","서울특별시 강서구 등촌로 169, 3층 (등촌동)","07668","마음가짐 P.T 1:1 Studio","2022-05-26 09:29:19","I","2021-12-04 22:08:00.0","","187736.021500402","449200.46523018","","","","","","","","",""
"3210000","CDFH3301062022000013","20220421","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 서초동 1332-4 Cross 143","서울특별시 서초구 사임당로 143, Cross 143 4층 407,408호 (서초동)","06624","내셔널짐 서초점","2022-04-21 17:39:59","I","2021-12-03 22:03:00.0","","202161.886768738","443298.26937","","","","","","","","",""
"3240000","CDFH3301062022000009","20220526","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강동구 암사동 463-4 까사팔공육","서울특별시 강동구 올림픽로 806, 지하1층 (암사동, 까사팔공육)","05251","크로스핏 쓰리박스","2022-05-26 08:57:23","I","2021-12-04 22:08:00.0","","211314.304825541","450079.358083799","","","","","","","","",""
"3110000","CDFH3301062015000011","20151126","","01","영업/정상","13","영업중","","","","","02-308-9600","","","서울특별시 은평구 응암동 577-16 명남더블레스아파트2차 204호","서울특별시 은평구 응암로 215, 2층 204, 205호 (응암동, 명남더블레스아파트2차)","03457","픽스바디짐","2022-05-26 11:07:52","U","2021-12-04 22:08:00.0","","192604.061969651","454327.478887735","","","","","","","","",""
"3030000","CDFH3301062022000004","20220421","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 성수동1가 13-441","서울특별시 성동구 상원길 64, 2층 (성수동1가)","04791","모스트짐","2022-04-21 12:16:29","I","2021-12-03 22:03:00.0","","204173.590200483","449726.476712051","","","","","","","","",""
"3070000","CDFH3301062011000002","20111205","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성북구 동선동2가 120 패션빌딩","서울특별시 성북구 보문로30길 71, 패션빌딩 지하1층 (동선동2가)","02849","체대입시FA","2022-05-26 11:37:35","U","2021-12-04 22:08:00.0","","201646.590942309","454251.101589104","","","","","","","","",""
"3170000","CDFH3301062022000004","2022-05-30","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 시흥동 264-19","서울특별시 금천구 금하로 755-3, 2층 (시흥동)","08656","트리니코스","2024-02-20 19:39:56","U","2023-12-01 22:02:00.0","","192292.287116125","438675.04355628","","","","","","","","",""
"3030000","CDFH3301062022000007","20220527","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 금호동2가 494 동원빌딩","서울특별시 성동구 금호산길 61, 동원빌딩 301호 (금호동2가)","04723","와츠핏(What's fit)","2022-05-27 10:57:00","I","2021-12-04 22:09:00.0","","201632.950717916","450154.454196936","","","","","","","","",""
"3180000","CDFH3301062022000012","20220530","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 신길동 801","서울특별시 영등포구 가마산로89길 5, 2,3층 (신길동)","07360","바르다짐","2022-05-30 14:50:26","I","2021-12-06 00:01:00.0","","192990.764629293","444748.862926553","","","","","","","","",""
"3230000","CDFH3301062022000015","20220530","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 석촌동 271 영신빌딩 지층","서울특별시 송파구 가락로11길 8, 영신빌딩 지층 (석촌동)","05688","헬스 Boy","2022-05-30 09:27:30","I","2021-12-06 00:01:00.0","","209207.42373324","444322.671172647","","","","","","","","",""
"3120000","CDFH3301062022000006","20220420","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서대문구 홍제동 159-3","서울특별시 서대문구 통일로35길 14-4, B201호 (홍제동)","03646","마카롱 PT","2022-04-20 09:19:22","I","2021-12-03 22:02:00.0","","195159.207651548","453800.852045884","","","","","","","","",""
"3200000","CDFH3301062022000014","20220530","","01","영업/정상","13","영업중","","","","","070-7585-9679","","","서울특별시 관악구 신림동 116-24","서울특별시 관악구 신림로 132, 2층 (신림동)","08838","이너멜 피트니스","2022-05-30 10:09:08","I","2021-12-06 00:01:00.0","","194177.345208046","441048.340234235","","","","","","","","",""
"3060000","CDFH3301062022000007","20220530","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중랑구 망우동 0","서울특별시 중랑구 양원역로10길 3, 제이타워 7층 (망우동)","02057","콤마짐","2022-05-30 13:19:40","I","2021-12-06 00:01:00.0","","","","","","","","","","","",""
"3200000","CDFH3301062022000011","2022-04-20","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 봉천동 1659-4 동림오피스텔","서울특별시 관악구 남부순환로 1924, 동림오피스텔 지하2층,지하3층 (봉천동)","08793","짐박스피트니스 낙성대점","2023-05-16 10:13:38","U","2022-12-04 23:08:00.0","","196651.522369177","441647.080647041","","","","","","","","",""
"3190000","CDFH3301062022000008","2022-04-20","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동작구 신대방동 607-5","서울특별시 동작구 시흥대로 658, 3~4층 (신대방동)","07069","짐박스 피트니스 신대방점","2023-06-20 13:24:35","U","2022-12-05 22:02:00.0","","191803.524952767","443132.741584701","","","","","","","","",""
"3220000","CDFH3301062022000043","2022-08-22","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 청담동 32-5","서울특별시 강남구 삼성로133길 12, 지하1층 (청담동)","06068","짐로드","2023-12-29 08:53:30","U","2022-11-01 21:01:00.0","","204218.393902727","446381.035094644","","","","","","","","",""
"3230000","CDFH3301062020000024","20201015","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 가락동 479 헬리오시티","서울특별시 송파구 송파대로 345, A동 B1층 3호 (가락동, 헬리오시티)","05698","베스트 트레이닝 스튜디오(BTS)","2022-05-30 11:30:29","U","2021-12-06 00:01:00.0","","209394.231297346","443951.236927017","","","","","","","","",""
"3210000","CDFH3301062010000008","20100806","","01","영업/정상","13","영업중","","","","","587-7330","","137872","서울특별시 서초구 서초동 1542-14 우림빌딩(지1층)","서울특별시 서초구 반포대로 118 (서초동, (지1층))","06647","리스펙짐","2022-05-30 17:31:42","U","2021-12-06 00:01:00.0","","200692.610085723","443164.708788354","","","","","","","","",""
"3220000","CDFH3301062022000020","20220420","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 659-16","서울특별시 강남구 봉은사로30길 24, 지하 1층 (역삼동)","06136","W gym","2022-04-20 18:06:18","I","2021-12-03 22:02:00.0","","203055.810225602","444861.589885086","","","","","","","","",""
"3010000","CDFH3301062022000004","20220531","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 신당동 373-34","서울특별시 중구 동호로10길 6, 301호 (신당동)","04594","스포니스 약수점","2022-05-31 17:46:34","I","2021-12-06 00:02:00.0","","200968.443366556","450204.222308908","","","","","","","","",""
"3060000","CDFH3301062022000008","20220531","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중랑구 중화동 302-75","서울특별시 중랑구 중랑역로 62, 5층 (중화동)","02103","퍼플피플","2022-05-31 14:25:09","I","2021-12-06 00:02:00.0","","206835.975750296","455179.544341175","","","","","","","","",""
"3230000","CDFH3301062022000016","20220531","","01","영업/정상","13","영업중","","","","","02-419-0228","","","서울특별시 송파구 잠실동 181-9 맥스빌딩 10층","서울특별시 송파구 올림픽로 108, 맥스빌딩 10층 (잠실동)","05557","머스트무브짐","2022-05-31 11:05:52","I","2021-12-06 00:02:00.0","","207248.404515714","445470.750139552","","","","","","","","",""
"3150000","CDFH3301062022000019","2022-04-20","","01","영업/정상","13","영업중","","","","","02-3662-9928","","","서울특별시 강서구 마곡동 797-14 힐스테이트에코마곡","서울특별시 강서구 공항대로 269-15, 힐스테이트에코마곡 303호 (마곡동)","07803","데이빗짐","2024-01-04 19:13:10","U","2023-12-01 00:06:00.0","","185548.355240195","450828.796483554","","","","","","","","",""
"3230000","CDFH3301062022000012","20220419","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 방이동 206-8 에벤에셀빌딩 지하1층","서울특별시 송파구 위례성대로18길 31-7, 에벤에셀빌딩 지하1층 (방이동)","05639","테라피티 방이동점","2022-04-19 15:37:00","I","2021-12-03 22:01:00.0","","211015.043196014","445263.409696985","","","","","","","","",""
"3230000","CDFH3301062023000001","20230102","","01","영업/정상","13","영업중","","","","","02-6412-4242","","","서울특별시 송파구 잠실동 183-7 AW TOWER B1층","서울특별시 송파구 백제고분로7길 53, AW TOWER B1층 (잠실동)","05558","발란아워 GYM&PT","2023-01-02 17:48:17","I","2022-12-01 00:04:00.0","","207430.386103005","445423.301336362","","","","","","","","",""
"3190000","CDFH3301062022000007","20220418","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동작구 사당동 147-29 이수자이","서울특별시 동작구 사당로 300, 211호 (사당동, 이수자이)","07013","나의, 체육관","2022-04-18 11:43:22","I","2021-12-03 22:00:00.0","","198202.472533419","442471.241038085","","","","","","","","",""
"3240000","CDFH3301062022000010","20220603","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강동구 길동 411-3 남양빌딩","서울특별시 강동구 양재대로 1462, 남양빌딩 2층 (길동)","05352","라이프체인지 PT","2022-06-03 09:31:57","I","2021-12-06 00:05:00.0","","212280.862917951","448229.849374933","","","","","","","","",""
"3040000","CDFH3301062015000011","20151229","","01","영업/정상","13","영업중","","","","","0234363912","","","서울특별시 광진구 자양동 580-9","서울특별시 광진구 뚝섬로 585 (자양동, 신축빌딩)","05068","워라밸피트니스 자양점","2022-10-20 17:07:36","U","2021-10-30 22:02:00.0","","206568.236371191","447940.022480401","","","","","","","","",""
"3160000","CDFH3301062022000003","20220415","","01","영업/정상","13","영업중","","","","","","","","서울특별시 구로구 신도림동 435-10 신도림3차푸르지오아파트 213호","서울특별시 구로구 경인로 619-3, 2층 213호 (신도림동, 신도림3차푸르지오아파트)","08210","엠스트레이닝 2호점","2022-04-15 16:47:33","I","2021-12-03 23:07:00.0","","189681.449023181","444964.893802424","","","","","","","","",""
"3210000","CDFH3301062017000012","20170912","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 서초구 남부순환로347길 101 (서초동, 지하1층)","06728","워너비","2022-07-07 09:42:09","U","2021-12-07 00:09:00.0","","202585","442951","","","","","","","","",""
"3080000","CDFH3301062003000004","20030404","","03","폐업","03","폐업","20220707","","","","908-8862","","142722","서울특별시 강북구 수유동 191-35 우성빌딩지하1층","서울특별시 강북구 한천로 1035 (수유동,우성빌딩지하1층)","","시너짐(SYNER GYM)","2022-07-07 14:24:55","U","2021-12-07 00:09:00.0","","202276.584108307","459713.818337637","","","","","","","","",""
"3150000","CDFH3301062022000018","20220415","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강서구 등촌동 641-3","서울특별시 강서구 화곡로66길 76, 4층 (등촌동)","07569","무궁화체육관","2022-04-15 13:12:18","I","2021-12-03 23:07:00.0","","187333.403225993","450493.44980781","","","","","","","","",""
"3010000","CDFH3301062022000005","20220708","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 신당동 341-20","서울특별시 중구 다산로18길 23 (신당동)","04591","one shop","2022-07-08 08:49:01","I","2021-12-06 23:02:00.0","","201105.953856919","450495.067186624","","","","","","","","",""
"3060000","CDFH3301062022000011","20220711","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중랑구 면목동 651-9","서울특별시 중랑구 사가정로50길 30, 3층 (면목동)","02237","랩 지피티짐","2022-07-11 13:20:17","I","2021-12-06 23:03:00.0","","207518.303074017","453042.673964201","","","","","","","","",""
"3180000","CDFH3301062022000013","20220602","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 도림동 250-20 브라보주상아파트","서울특별시 영등포구 도신로 59, 지하1층 (도림동, 브라보주상아파트)","07374","머슬뱅크짐","2022-06-02 09:03:34","I","2021-12-06 00:04:00.0","","191021.09307088","444871.904209586","","","","","","","","",""
